"";"NM_AREA_AVALIACAO";"NM_PROGRAMA_IES";"QT_PRJ"
"1739";"QUÍMICA";"QUIMICA";57
"1740";"QUÍMICA";"QUÍMICA APLICADA";48
"1741";"QUÍMICA";"QUIMICA TECNOLOGICA E AMBIENTAL";46
"1742";"QUÍMICA";"CIÊNCIA E TECNOLOGIA";35
"1743";"QUÍMICA";"QUÍMICA E BIOTECNOLOGIA";27
"1744";"QUÍMICA";"QUÍMICA DE PRODUTOS NATURAIS";17
"1745";"QUÍMICA";"QUÍMICA PURA E APLICADA";14
"1746";"QUÍMICA";"CIÊNCIAS MOLECULARES";9
"1747";"QUÍMICA";"CIÊNCIAS";4
"1748";"QUÍMICA";"QUÍMICA - CAMPUS CATALÃO";2
"1749";"SAÚDE COLETIVA";"SAÚDE COLETIVA";1144
"1750";"SAÚDE COLETIVA";"SAÚDE DA FAMÍLIA";342
"1751";"SAÚDE COLETIVA";"SAÚDE PÚBLICA";303
"1752";"SAÚDE COLETIVA";"EPIDEMIOLOGIA EM SAÚDE PÚBLICA";168
"1753";"SAÚDE COLETIVA";"SAÚDE DA CRIANÇA E DA MULHER";122
"1754";"SAÚDE COLETIVA";"EPIDEMIOLOGIA";97
"1755";"SAÚDE COLETIVA";"MEDICINA (MEDICINA PREVENTIVA)";81
"1756";"SAÚDE COLETIVA";"SAÚDE COLETIVA: POLÍTICAS E GESTÃO EM SAÚDE";77
"1757";"SAÚDE COLETIVA";"SAÚDE DA FAMILIA";77
"1758";"SAÚDE COLETIVA";"ENSINO NA SAÚDE";66
"1759";"SAÚDE COLETIVA";"PROMOÇÃO DE SAÚDE E PREVENÇÃO DA VIOLÊNCIA";58
"1760";"SAÚDE COLETIVA";"GESTÃO DA QUALIDADE EM SERVIÇOS DE SAÚDE";48
"1761";"SAÚDE COLETIVA";"GESTÃO DE ORGANIZAÇÕES DE SAÚDE";39
"1762";"SAÚDE COLETIVA";"GESTÃO DE PROGRAMAS E SERVIÇOS DE SAÚDE";37
"1763";"SAÚDE COLETIVA";"SAÚDE PÚBLICA E MEIO AMBIENTE";37
"1764";"SAÚDE COLETIVA";"SAÚDE, AMBIENTE E SOCIEDADE NA AMAZÔNIA";34
"1765";"SAÚDE COLETIVA";"ENSINO EM SAÚDE";32
"1766";"SAÚDE COLETIVA";"SAUDE COLETIVA";30
"1767";"SAÚDE COLETIVA";"SAÚDE AMBIENTAL E SAÚDE DO TRABALHADOR";29
"1768";"SAÚDE COLETIVA";"AVALIAÇÃO DE TECNOLOGIAS PARA O SUS";24
"1769";"SAÚDE COLETIVA";"GESTÃO DA CLÍNICA";23
"1770";"SAÚDE COLETIVA";"CONDIÇÕES DE VIDA E SITUAÇÕES DE SAÚDE NA AMAZÔNIA";21
"1771";"SAÚDE COLETIVA";"SAÚDE DA MULHER, CRIANÇA E ADOLESCENTE";18
"1772";"SAÚDE COLETIVA";"SAÚDE E COMUNIDADE";18
"1773";"SAÚDE COLETIVA";"GESTÃO EM SAÚDE";16
"1774";"SAÚDE COLETIVA";"POLÍTICAS PÚBLICAS EM SAÚDE";16
"1775";"SAÚDE COLETIVA";"EPIDEMIOLOGIA E VIGILÂNCIA EM SAÚDE";14
"1776";"SAÚDE COLETIVA";"AVALIAÇÃO EM SAÚDE";12
"1777";"SAÚDE COLETIVA";"SAÚDE MENTAL E ATENÇÃO PSICOSSOCIAL";11
"1778";"SAÚDE COLETIVA";"AVALIAÇÃO DE TECNOLOGIAS EM SAÚDE";10
"1779";"SAÚDE COLETIVA";"ATENÇÃO PRIMÁRIA À SAÚDE";5
"1780";"SAÚDE COLETIVA";"GESTÃO DE TECNOLOGIA E INOVAÇÃO EM SAÚDE";5
"1781";"SAÚDE COLETIVA";"SAÚDE DA FAMÍLA";5
"1782";"SAÚDE COLETIVA";"SAÚDE, AMBIENTE E TRABALHO";4
"1783";"SAÚDE COLETIVA";"SAÚDE GLOBAL E SUSTENTABILIDADE";3
"1784";"SAÚDE COLETIVA";"ENTOMOLOGIA EM SAÚDE PÚBLICA";2
"1785";"SAÚDE COLETIVA";"SAÚDE NA COMUNIDADE";1
"1786";"SERVIÇO SOCIAL";"SERVIÇO SOCIAL";416
"1787";"SERVIÇO SOCIAL";"POLÍTICA SOCIAL";90
"1788";"SERVIÇO SOCIAL";"ECONOMIA DOMÉSTICA";56
"1789";"SERVIÇO SOCIAL";"CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL";45
"1790";"SERVIÇO SOCIAL";"POLÍTICAS PÚBLICAS";37
"1791";"SERVIÇO SOCIAL";"POLÍTICAS PÚBLICAS E DESENVOLVIMENTO LOCAL";25
"1792";"SERVIÇO SOCIAL";"SERVIÇO SOCIAL E POLÍTICA SOCIAL";25
"1793";"SERVIÇO SOCIAL";"SERVIÇO SOCIAL E DESENVOLVIMENTO REGIONAL";24
"1794";"SERVIÇO SOCIAL";"POLÍTICA SOCIAL E SERVIÇO SOCIAL";15
"1795";"SERVIÇO SOCIAL";"SERVIÇO SOCIAL, TRABALHO E QUESTÃO SOCIAL";13
"1796";"SERVIÇO SOCIAL";"SERVIÇO SOCIAL E DIREITOS SOCIAIS";10
"1797";"SERVIÇO SOCIAL";"SERVIÇO SOCIAL E POLÍTICAS SOCIAIS";3
"1798";"SERVIÇO SOCIAL";"POLITICAS SOCIAIS";2
"1799";"SOCIOLOGIA";"CIÊNCIAS SOCIAIS";642
"1800";"SOCIOLOGIA";"SOCIOLOGIA";605
"1801";"SOCIOLOGIA";"SOCIOLOGIA POLÍTICA";122
"1802";"SOCIOLOGIA";"SOCIOLOGIA E ANTROPOLOGIA";51
"1803";"SOCIOLOGIA";"CIÊNCIAS SOCIIAIS";39
"1804";"SOCIOLOGIA";"CIÊNCIAS SOCIAIS EM DESENVOLVIMENTO, AGRICULTURA E SOCIEDADE";31
"1805";"SOCIOLOGIA";"CIÊNCIAS SOCIAIS: CULTURA, DESIGUALDADES E DESENVOLVIMENTO";23
"1806";"SOCIOLOGIA";"CIÊNCIAS SOCIAIS PARA O ENSINO MÉDIO";18
"1807";"SOCIOLOGIA";"PLANEJAMENTO E POLITICAS PÚBLICAS";15
"1808";"SOCIOLOGIA";"SOCIOLOGIA E POLÍTICA";10
"1809";"TEOLOGIA";"CIÊNCIAS DA RELIGIÃO";81
"1810";"TEOLOGIA";"TEOLOGIA";79
"1811";"TEOLOGIA";"CIÊNCIAS DAS RELIGIÕES";18
"1812";"TEOLOGIA";"CIÊNCIA DA RELIGIÃO";16
"1813";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOTECNIA";942
"1814";"ZOOTECNIA / RECURSOS PESQUEIROS";"CIÊNCIA ANIMAL";169
"1815";"ZOOTECNIA / RECURSOS PESQUEIROS";"PRODUÇÃO ANIMAL";148
"1816";"ZOOTECNIA / RECURSOS PESQUEIROS";"RECURSOS PESQUEIROS E ENGENHARIA DE PESCA";59
"1817";"ZOOTECNIA / RECURSOS PESQUEIROS";"RECURSOS PESQUEIROS E AQUICULTURA";51
"1818";"ZOOTECNIA / RECURSOS PESQUEIROS";"CIÊNCIA ANIMAL TROPICAL";43
"1819";"ZOOTECNIA / RECURSOS PESQUEIROS";"RECURSOS AQUÁTICOS E PESCA";39
"1820";"ZOOTECNIA / RECURSOS PESQUEIROS";"AQÜICULTURA";32
"1821";"ZOOTECNIA / RECURSOS PESQUEIROS";"CIENCIA ANIMAL";28
"1822";"ZOOTECNIA / RECURSOS PESQUEIROS";"DESENVOLVIMENTO RURAL SUSTENTÁVEL";28
"1823";"ZOOTECNIA / RECURSOS PESQUEIROS";"NUTRIÇÃO E PRODUÇÃO ANIMAL";28
"1824";"ZOOTECNIA / RECURSOS PESQUEIROS";"CIÊNCIAS PESQUEIRAS NOS TRÓPICOS";27
"1825";"ZOOTECNIA / RECURSOS PESQUEIROS";"AQUICULTURA";24
"1826";"ZOOTECNIA / RECURSOS PESQUEIROS";"AQUICULTURA E DESENVOLVIMENTO SUSTENTÁVEL";10
"1827";"ZOOTECNIA / RECURSOS PESQUEIROS";"AQUICULTURA E RECURSOS AQUÁTICOS TROPICAIS";10
"1828";"ZOOTECNIA / RECURSOS PESQUEIROS";"ENGENHARIA DE PESCA";7
"1829";"ZOOTECNIA / RECURSOS PESQUEIROS";"CIÊNCIA E TECNOLOGIA ANIMAL";6
"1830";"ZOOTECNIA / RECURSOS PESQUEIROS";"GENÉTICA E MELHORAMENTO ANIMAL";6
"1831";"ZOOTECNIA / RECURSOS PESQUEIROS";"PRODUÇÃO ANIMAL SUSTENTÁVEL";6
"1832";"ZOOTECNIA / RECURSOS PESQUEIROS";"CIÊNCIA ANIMAL E PASTAGENS";3
